vessel_id,registry_craft_code
1682,11597565035
1683,11655304947
1684,12650745810
1685,12693953747
1686,12743669991
1687,12821945634
1688,13335758492
1689,14745356811
1690,2125139741
1691,2122447215
1692,2102425231
1693,6277
1694,7050
1695,7834
1696,3254062
1697,8962082
1698,10621742
1699,17007042
1700,40378126
1701,42616698
1702,55633921
1703,70040115
1704,92131258
1705,100773886
1706,102000359
1707,130522633
1708,151949707
1709,156498773
1710,163134909
1711,319728975
1712,384879215
1713,538375987
1714,597969947
1715,645631234
1716,647089004
1717,649566863
1718,724840738
1719,799715242
1720,829264302
1721,877277234
1722,947992015
1723,988099848
1724,1215476554
1725,1215954270
1726,1242234588
1727,1348466266
1728,1391865027
1729,1461001516
1730,1494719779
1731,1524661752
1732,1534685294
1733,1537985817
1734,1595621191
1735,1608301199
1736,1618969236
1737,1719309662
1738,1820555373
1739,1859494446
1740,1884122011
1741,1935450794
1742,2061105655
1743,2774082025
1744,2817499554
1745,3041235520
1746,3054382042
1747,3098415319
1748,3497598117
1749,3981530581
1750,4562145285
1751,4630547063
1752,4855055645
1753,5142025305
1754,5269477633
1755,5338870024
1756,5928750116
1757,6528423115
1758,7005833067
1759,7023455243
1760,7368045107
1761,7864571734
1762,8043405310
1763,8064169463
1764,8607537158
1765,8679676717
1766,9040936031
1767,9495978258
1768,9724826516
1769,10426314593
1770,10668253330
1771,10861387575
1772,11408231416
1773,11491952680
1774,11619751543
1775,12304876451
1776,14548820993
1777,14906020678
1778,1661673998
1779,82032681
1780,84658124
1781,84705645
1782,1995871909
1783,3221311970
1784,6412781848
1785,8611284657
1786,8684808066
1787,8868184932
1788,9716038406
1789,11109422222
1790,13773211925
1791,84708702
1792,5235018255
1793,14005801569
1794,1804585366
1795,10613852875
1796,3680176656
1797,4881260393
1798,6639249899
1799,1416154484
1800,984812818
1801,1000256058
1802,1068122838
1803,1604432494
1804,1679646841
1805,242695151
1806,401849228
1807,423876776
1808,443581334
1809,451661132
1810,861619288
1811,1415237817
1812,1820286212
1813,12302114
1814,14797997
1815,2855206865
1816,2861919798
1817,8204
1818,1568042768
1819,7941762116
1820,9355275638
1821,5275755338
1822,10343946875
1823,2091316809
1824,2053900941
1825,2042307690
1826,4820
1827,7120
1828,7537
1829,1233140
1830,1861955
1831,3732934
1832,12189335
1833,15420430
1834,35130520
1835,40607119
1836,80167659
1837,106534113
1838,198949772
1839,275528537
1840,357181424
1841,372848358
1842,551837873
1843,606252836
1844,744560375
1845,930273767
1846,955718693
1847,1100398869
1848,1153518282
1849,1183934528
1850,1185000201
1851,1470133969
1852,1494241346
1853,1496251119
1854,1531970420
1855,2139944443
1856,2818409082
1857,2825389379
1858,3144709569
1859,3278301746
1860,3736927252
1861,4824406157
1862,4897459409
1863,5485476919
1864,5635417051
1865,5668971369
1866,5906213243
1867,6101455265
1868,6592724278
1869,7085181736
1870,7222056773
1871,7285508809
1872,7371908012
1873,7519612469
1874,8064418564
1875,8355572831
1876,8425024225
1877,8959985497
1878,8983713912
1879,9089522164
1880,9171075483
1881,9690568521
1882,9911219044
1883,10002374975
1884,10163534912
1885,10530404003
1886,11264873865
1887,11416622114
1888,11540143782
1889,11773756732
1890,11796767505
1891,11813967023
1892,11910376387
1893,11968285191
1894,12101625286
1895,12264651845
1896,12409155355
1897,12566767836
1898,13710573719
1899,2059118155
1900,2028709039
1901,1232374
1902,78034974
1903,85457776
1904,222173626
1905,275909622
1906,324248933
1907,363935094
1908,438947477
1909,449956969
1910,602882601
1911,616226779
1912,761865653
1913,789489990
1914,854162600
1915,1032555377
1916,1073732331
1917,1079702930
1918,1080816829
1919,1101277903
1920,1188511586
1921,1188980155
1922,1193406374
1923,1207065490
1924,1258762847
1925,1291681510
1926,1447401856
1927,1647293412
1928,1686555459
1929,2054503530
1930,2129960782
1931,3045086420
1932,3236451447
1933,4319837048
1934,4412268540
1935,4443957112
1936,4638474518
1937,4992516974
1938,6055425440
1939,2106576265
1940,1911930498
1941,1900955154
1942,1626058665
1943,4661
1944,4767
1945,6984
1946,358063
1947,28444250
1948,544797157
1949,597818238
1950,599235591
1951,607873929
1952,851227573
1953,1001714702
1954,1080651931
1955,1081721067
1956,1087081010
1957,1114146095
1958,1144861445
1959,1283411603
1960,1392565682
1961,1412162611
1962,1454418769
1963,2100394924
1964,2887335742
1965,2952128054
1966,3063005626
1967,4337751589
1968,5298093864
1969,5460617435
1970,5513026988
1971,5816201552
1972,5850854967
1973,5919371676
1974,6098121635
1975,6144803583
1976,6246937653
1977,6321987196
1978,6877895215
1979,7281208203
1980,7419277658
1981,7450810053
1982,7721734811
1983,8660800019
1984,8919562021
1985,9098275543
1986,9249401827
1987,9768759234
1988,9991281683
1989,10259659271
1990,10359960823
1991,10681339602
1992,10694071239
1993,10698436443
1994,11636992975
1995,12183051704
1996,12540955313
1997,12745087549
1998,12919144783
1999,13589956191
2000,13710234274
2001,13850792050
2002,14208302076
2003,14271039222
2004,15128107676
2005,15136655263
2006,15220083314
2007,2104246893
2008,2059112927
2009,1966935842
2010,1673931032
2011,1655140973
2012,1640548012
2013,1634871707
2014,2268502
2015,7151125
2016,7968759
2017,26589900
2018,29272396
2019,42887643
2020,61471784
2021,80108240
2022,108940211
2023,211872852
2024,217985764
2025,494221326
2026,598030996
2027,599884772
2028,654468297
2029,897618676
2030,987102720
2031,1069580022
2032,1088185735
2033,1352999011
2034,1387086336
2035,1474866760
2036,1603596088
2037,3015379904
2038,3092382488
2039,4822993155
2040,5830298648
2041,6072800009
2042,6121876715
2043,6497334250
2044,7442255753
2045,7454284895
2046,8743447536
2047,9555014678
2048,10432426692
2049,10996851427
2050,11028496802
2051,11817853624
2052,12050305610
2053,12116056828
2054,12280505256
2055,12292068558
2056,2053162229
2057,1861768816
2058,8299
2059,11577529
2060,11995270
2061,17019389
2062,26351877
2063,39887531
2064,175956682
2065,260365962
2066,313789979
2067,399910814
2068,445678971
2069,534546895
2070,994088116
2071,1044392772
2072,1196678604
2073,1237766987
2074,1340226869
2075,1470254484
2076,1494727215
2077,1508868571
2078,3050599865
2079,3162062045
2080,3759118280
2081,3875541036
2082,6708287675
2083,7190278748
2084,8735361377
2085,8971791269
2086,8977211726
2087,9045421626
2088,9094726549
2089,9172492492
2090,9827044803
2091,10142422868
2092,10453045854
2093,10874316289
2094,12437612477
2095,12606118355
2096,12667141024
2097,12810074580
2098,12969040719
2099,13019845588
2100,13042491593
2101,2012250966
2102,1621200656
2103,17202552
2104,39557930
2105,75260310
2106,943366017
2107,1004957320
2108,1063021996
2109,1219749115
2110,1833434204
2111,1844366167
2112,1923164207
2113,1998072122
2114,3737355198
2115,5603317066
2116,6533432993
2117,7651692826
2118,7760228869
2119,7882370453
2120,8990175631
2121,10189129786
2122,10400658057
2123,10437633065
2124,10655255455
2125,12214150285
2126,12887381146
2127,13682260362
2128,13830925963
2129,14007646588
2130,14180031076
2131,14335343566
2132,14527501443
2133,1890012369
2134,5131
2135,461675
2136,10292482
2137,46368949
2138,110062955
2139,126784874
2140,196810421
2141,817962609
2142,880031607
2143,1746103824
2144,5854851842
2145,6165919948
2146,8244017194
2147,8890596088
2148,10816226376
2149,12067453165
2150,12341509016
2151,13238927197
2152,13443669166
2153,2089431511
2154,2079803093
2155,1678551513
2156,1649580211
2157,8709
2158,19948816
2159,119939446
2160,140449708
2161,280124125
2162,332898474
2163,598050179
2164,674730382
2165,875565617
2166,1292611023
2167,1676351151
2168,1856474910
2169,8122542579
2170,8862968416
2171,8948744446
2172,9004064213
2173,9600506569
2174,11172646748
2175,11398773716
2176,12489594532
2177,13481201212
2178,2108891452
2179,103461
2180,1233287
2181,101456511
2182,598874714
2183,736973219
2184,1076701209
2185,1441165706
2186,1669168647
2187,3500032367
2188,6665434654
2189,7302985614
2190,7389960278
2191,9487409242
2192,9997301632
2193,10612147089
2194,11420143078
2195,11684826925
2196,12160364220
2197,12401283248
2198,12764964183
2199,14063332158
2200,2111895096
2201,2056005257
2202,1944386568
2203,1915349325
2204,1715772579
2205,1585523750
2206,1550746545
2207,1548838783
2208,1233174
2209,128009913
2210,192011192
2211,491427266
2212,529763397
2213,598031065
2214,603127972
2215,608668026
2216,718527613
2217,947326892
2218,1201266098
2219,1455986212
2220,1621776422
2221,1622240157
2222,1667131291
2223,1692496764
2224,1777161100
2225,1910856484
2226,4487186649
2227,5748152067
2228,6083416496
2229,6922851711
2230,7076466202
2231,7852855995
2232,8592849135
2233,9167196390
2234,9734093405
2235,12273357532
2236,12794209214
2237,13219566985
2238,14528150443
2239,14940236099
2240,15312348416
2241,1815834669
2242,33599808
2243,262323425
2244,943361293
2245,1478172174
2246,3327521604
2247,3508947081
2248,5260237164
2249,5715852642
2250,6630609890
2251,8764992524
2252,14060410936
2253,14694551185
2254,14850787321
2255,1823934453
2256,44887896
2257,1068128605
2258,1285746404
2259,1434532404
2260,1656770616
2261,3229806801
2262,3866027456
2263,4969026507
2264,5192396462
2265,6764196637
2266,7881565127
2267,11037870277
2268,13507464522
2269,14210480642
2270,14360692612
2271,14804139358
2272,14868175173
2273,14874310757
2274,5063
2275,8246
2276,285749
2277,498965
2278,511800
2279,1862215
2280,4026277
2281,8544868
2282,9874732
2283,10521368
2284,10567238
2285,14146072
2286,65005323
2287,70659199
2288,102705494
2289,103596509
2290,112196295
2291,160336987
2292,178305894
2293,230933521
2294,312031221
2295,313123669
2296,406316570
2297,484472037
2298,545774869
2299,563588759
2300,597818181
2301,597818222
2302,599235553
2303,599454366
2304,635923581
2305,649659814
2306,716461198
2307,763625700
2308,810247819
2309,848532916
2310,875565565
2311,883757890
2312,914118050
2313,990042458
2314,998719731
2315,1003950544
2316,1016256157
2317,1048669098
2318,1071286045
2319,1077088286
2320,1113859794
2321,1125674438
2322,1169377573
2323,1209337361
2324,1218819929
2325,1233184468
2326,1289209731
2327,1296691539
2328,1361907294
2329,1363161779
2330,1367680385
2331,1397897238
2332,1441154967
2333,1467274197
2334,1534820062
2335,1553305159
2336,1621538574
2337,1641507481
2338,1697683744
2339,1711247443
2340,1741003785
2341,1742883029
2342,1752004947
2343,1768094198
2344,1844403637
2345,1889996847
2346,1954013581
2347,1959659825
2348,1963465457
2349,2012255597
2350,2045801596
2351,2050435794
2352,2074153311
2353,2092958964
2354,2099708145
2355,2802342470
2356,3080169024
2357,3098418717
2358,3145038878
2359,3310383171
2360,3741665357
2361,4263760150
2362,4577958592
2363,4605202077
2364,4623099166
2365,4764744656
2366,4815672524
2367,4851941999
2368,4917581819
2369,5088450740
2370,5472379281
2371,5520789928
2372,5952734868
2373,6001950451
2374,6286306930
2375,6712105582
2376,6980338860
2377,7025366213
2378,7322409972
2379,7337787674
2380,7722332667
2381,7752766935
2382,7849526799
2383,7944609460
2384,8009685442
2385,8111260702
2386,8652750243
2387,8825206716
2388,9303912565
2389,10201502752
2390,10520114888
2391,10543845521
2392,10580721901
2393,10676182448
2394,10869070691
2395,10904762828
2396,11650587094
2397,11789461985
2398,12053261269
2399,12750759687
2400,14007680735
2401,14650403096
2402,14757306667
2403,15101201177
2404,15152671611
2405,15370585491
2406,15519150511
2407,16529953781
2408,16572757867
2409,16713644340
2410,2097070739
2411,2090055730
2412,2067144021
2413,2028251930
2414,2007335309
2415,1970563225
2416,1962644880
2417,1950048670
2418,1699740065
2419,1597760557
2420,4754
2421,16206
2422,1232915
2423,1861446
2424,5971299
2425,8021989
2426,13104294
2427,26352515
2428,32325178
2429,35816561
2430,42443219
2431,85085374
2432,118443251
2433,123915412
2434,135400095
2435,149096081
2436,174439320
2437,183097396
2438,192626096
2439,224442236
2440,283354192
2441,324639808
2442,344955914
2443,348301913
2444,367982655
2445,438064769
2446,456570728
2447,602154666
2448,603960262
2449,607612105
2450,669581913
2451,718050996
2452,740051647
2453,761865631
2454,787476314
2455,810671656
2456,868757049
2457,951609280
2458,983752436
2459,1072686469
2460,1078512180
2461,1114085190
2462,1143811761
2463,1188854228
2464,1269247762
2465,1290870014
2466,1330746489
2467,1420010900
2468,1446393552
2469,1607040017
2470,1758796540
2471,1777023656
2472,1845846758
2473,1869832799
2474,2002616575
2475,3010012202
2476,3617122161
2477,3749796562
2478,4767582814
2479,4857385773
2480,4932184468
2481,5013073036
2482,5119352636
2483,5179016441
2484,5591065440
2485,6222571970
2486,6530185065
2487,6695238169
2488,7383181107
2489,8020605150
2490,8110563339
2491,8116235094
2492,8179229669
2493,8185622523
2494,8591671293
2495,8820468568
2496,8907165085
2497,9110370607
2498,9174040583
2499,9326771704
2500,9425025788
2501,9601252146
2502,9679860999
2503,10203072771
2504,10340657769
2505,10623034028
2506,11016402095
2507,11074945335
2508,11151822242
2509,11486778050
2510,11555794785
2511,11642705468
2512,12170635720
2513,14153987749
2514,14381716581
2515,15347515809
2516,15469671270
2517,1.6001e+10
2518,16124214265
2519,16441055656
2520,16880455996
2521,16948576571
2522,17152953767
2523,17203866973
2524,17293811978
2525,17469513283
2526,17488810180
2527,17562799308
2528,17597515196
2529,17684768344
2530,2129171264
2531,2095716213
2532,1894726125
2533,1885063392
2534,1774668831
2535,1714700858
2536,1632873027
2537,1619973935
2538,1618682387
2539,1595110210
2540,7093
2541,14088
2542,1232132
2543,9874746
2544,16638543
2545,30219216
2546,45883989
2547,49146057
2548,78290055
2549,85444920
2550,117342597
2551,125871360
2552,170540115
2553,180607521
2554,255051075
2555,289596301
2556,362471336
2557,397967313
2558,598874638
2559,605236762
2560,687350299
2561,725086718
2562,747500562
2563,861656087
2564,863149148
2565,913350187
2566,921920674
2567,953545471
2568,1009153992
2569,1068122348
2570,1070281168
2571,1100010545
2572,1113277453
2573,1135496723
2574,1293798500
2575,1367267968
2576,1401394268
2577,1431228070
2578,1492316667
2579,1503234437
2580,1542710955
2581,1645148655
2582,1709629706
2583,1785111113
2584,1899628067
2585,1991699289
2586,2000906787
2587,2001194748
2588,2024770422
2589,3069546142
2590,3442878913
2591,3487304091
2592,3711778759
2593,3832027482
2594,3880369549
2595,4168572117
2596,4238697941
2597,4373933464
2598,4683824147
2599,4687499672
2600,4930150755
2601,5018003614
2602,5625040626
2603,5748874141
2604,5970946508
2605,6165900627
2606,6588112682
2607,6705225644
2608,6802809645
2609,7023426628
2610,7111709095
2611,7235425740
2612,7276700384
2613,7382772943
2614,7395964618
2615,7735950113
2616,7916292453
2617,8379333727
2618,8384333832
2619,8467634005
2620,8508185383
2621,8672866152
2622,9581763577
2623,10604830517
2624,10652553292
2625,10722605996
2626,10840568803
2627,10895343269
2628,10924607642
2629,11320597771
2630,11617636966
2631,12063894585
2632,1.2238e+10
2633,12299082252
2634,13524109938
2635,13548788594
2636,13597598788
2637,13736265258
2638,14917010100
2639,15579905336
2640,15650900690
2641,15747945146
2642,16728236573
2643,17010678809
2644,17015067445
2645,17159606329
2646,17397512836
2647,17606431606
2648,17685829432
2649,17700599289
2650,17722538585
2651,17836871110
2652,18208623293
2653,18279208176
2654,18292132298
2655,18294847919
2656,18574321998
2657,18597061637
2658,4886
2659,14420
2660,15290
2661,1179916
2662,15758249
2663,29397484
2664,35718845
2665,38089127
2666,42813227
2667,48667411
2668,53316439
2669,71101606
2670,72889413
2671,74673862
2672,84785475
2673,102999005
2674,107818289
2675,131206751
2676,350126605
2677,358815841
2678,428200212
2679,431968533
2680,607242968
2681,654958402
2682,695474983
2683,799060836
2684,807427182
2685,841470443
2686,927337896
2687,994122304
2688,1004794942
2689,1014791873
2690,1025069547
2691,1033772861
2692,1045027388
2693,1048722800
2694,1150086847
2695,1170921261
2696,1228757314
2697,1294320692
2698,1311283201
2699,1348440437
2700,1350117637
2701,1391388117
2702,1411756158
2703,1411757990
2704,1456639690
2705,1461657165
2706,1484021252
2707,1508668804
2708,1537548019
2709,1567889047
2710,1580504613
2711,1597080873
2712,1627518555
2713,1668998526
2714,1682298343
2715,1706931064
2716,1712526073
2717,1746101993
2718,1749174309
2719,1819441317
2720,1899371315
2721,1900530884
2722,1902336025
2723,1940693129
2724,1958474740
2725,2061667196
2726,2065704867
2727,2072549318
2728,2925679703
2729,3027544724
2730,3397220049
2731,3461402219
2732,3467799372
2733,3471559488
2734,3744294093
2735,4391850592
2736,4737314910
2737,4963111301
2738,6319948922
2739,6470981480
2740,6760589274
2741,7103976729
2742,7247089877
2743,7390305213
2744,8039530166
2745,8497242336
2746,8729647142
2747,8797486384
2748,8957457502
2749,9371914539
2750,9690485070
2751,9913191587
2752,10287682995
2753,10372679538
2754,10418714466
2755,11450755214
2756,12303767956
2757,12555552404
2758,12696929624
2759,12860930896
2760,14231025031
2761,14684117584
2762,14808570988
2763,15019791957
2764,15141742064
2765,15496109529
2766,15571012545
2767,15600583831
2768,15667546145
2769,15712139184
2770,15768726326
2771,15818803596
2772,15959949366
2773,16033490947
2774,16052562350
2775,16052674731
2776,16119260057
2777,16144009327
2778,16175584799
2779,8777
2780,10246700
2781,14351711
2782,21938531
2783,28079005
2784,31965254
2785,35963258
2786,50674848
2787,58622231
2788,86363465
2789,86548584
2790,215438955
2791,225864044
2792,274444931
2793,314426892
2794,363917554
2795,508218578
2796,510080158
2797,597666166
2798,724972745
2799,739571404
2800,744092475
2801,800906557
2802,880975536
2803,973267941
2804,980963812
2805,1020513572
2806,1058256226
2807,1085707640
2808,1090496861
2809,1114955745
2810,1280327115
2811,1293674182
2812,1348464164
2813,1352569609
2814,1392156834
2815,1402315577
2816,1416834371
2817,1634674672
2818,1819743886
2819,1839048378
2820,1847559062
2821,1967022317
2822,1990898298
2823,2967070929
2824,3242862027
2825,3602412245
2826,3700447381
2827,3712705226
2828,4001843967
2829,4014374265
2830,4812878784
2831,5310135831
2832,6496465523
2833,6836793794
2834,6868910557
2835,7028248742
2836,7226517270
2837,7669163691
2838,8629542582
2839,8902275964
2840,9010471606
2841,9595137207
2842,10749377374
2843,10808990631
2844,11027649873
2845,11129819031
2846,11911734351
2847,12125577946
2848,12234243130
2849,12243011546
2850,12878334930
2851,13722223150
2852,14465225762
2853,14744779851
2854,14953141837
2855,15242325036
2856,15294585310
2857,15651557055
2858,15728801412
2859,15954124329
2860,4556
2861,9154
2862,1228181
2863,7658166
2864,18359485
2865,19820533
2866,50927765
2867,66535042
2868,87568828
2869,203764807
2870,279254868
2871,383427893
2872,423623186
2873,506875076
2874,614607583
2875,731688638
2876,906508560
2877,985788521
2878,1031369659
2879,1065028325
2880,1113980068
2881,1189640332
2882,1207851421
2883,1247671250
2884,1247785750
2885,1310950348
2886,1444550721
2887,1449346016
2888,1456600306
2889,1472944984
2890,1622536041
2891,1681042063
2892,1681286111
2893,1829802334
2894,1913591689
2895,1954831409
2896,2059829176
2897,2061110107
2898,2108697226
2899,2129693103
2900,2138078208
2901,3101166094
2902,3418087509
2903,3500274933
2904,3639112987
2905,4041514407
2906,4144275722
2907,4980036953
2908,5016590697
2909,5822410340
2910,5851569289
2911,6249498287
2912,7137477343
2913,7188775535
2914,7391175505
2915,7515522300
2916,7580921512
2917,7763007977
2918,8147462350
2919,8731492415
2920,8775873412
2921,8836827613
2922,8976659525
2923,9370782084
2924,9373897016
2925,9392755172
2926,9822822822
2927,9992416965
2928,10541797642
2929,10589414228
2930,10627218384
2931,11312799588
2932,12820251752
2933,13409126748
2934,13672378149
2935,14708643384
2936,14765126502
2937,15060008607
2938,15740657666
2939,16275141140
2940,16319801366
2941,16408542727
2942,16883951191
2943,16965895211
2944,17035264167
2945,17093480894
2946,17209193283
2947,1179524
2948,26352334
2949,31966158
2950,50444743
2951,67243443
2952,75188521
2953,107918392
2954,277693687
2955,291467624
2956,302753686
2957,360924007
2958,376057842
2959,402803730
2960,416908920
2961,508531747
2962,509833043
2963,598761454
2964,615001808
2965,689527986
2966,947740386
2967,1066256552
2968,1107030480
2969,1347122797
2970,1550322455
2971,1716338663
2972,1809028375
2973,1953414945
2974,1971362834
2975,2002611134
2976,2086012982
2977,2126220638
2978,3127937879
2979,5477411180
2980,5550993514
2981,5861985888
2982,5865717825
2983,5893831405
2984,5894121688
2985,5913493149
2986,6444388206
2987,6528890003
2988,6590671853
2989,6634364863
2990,6868388724
2991,7003870688
2992,7595877672
2993,7681475530
2994,7903690469
2995,8252661498
2996,8542317011
2997,8543776175
2998,8885271472
2999,9277526981
3000,9335386308
3001,9673930868
3002,10077052561
3003,10153224538
3004,10346859717
3005,11503626640
3006,11586991883
3007,12912012811
3008,15695545283
3009,16426643177
3010,16777332841
3011,16909222166
3012,6957
3013,14106
3014,14346
3015,1229644
3016,62022151
3017,79470097
3018,84367016
3019,109687899
3020,123251112
3021,651730152
3022,779871600
3023,805616207
3024,881403369
3025,912071772
3026,1017036664
3027,1094379187
3028,1154677738
3029,1187927136
3030,1200707248
3031,1208071558
3032,1257889971
3033,1272337341
3034,1288550263
3035,1290471705
3036,1343488015
3037,1434859812
3038,1446652418
3039,1462370885
3040,1486122394
3041,1520529551
3042,1535288117
3043,1578962606
3044,1632463961
3045,1675642789
3046,1760528027
3047,1812028864
3048,1855020459
3049,1913620957
3050,1965989519
3051,2079715761
3052,2829726152
3053,3315189761
3054,3957432393
3055,4127022023
3056,4252322959
3057,4255362027
3058,4688602746
3059,4769187479
3060,4891094969
3061,5244423128
3062,5295739533
3063,5585106917
3064,6048181405
3065,6134971079
3066,6369562341
3067,6388899194
3068,7007692982
3069,8002236766
3070,9244591875
3071,9313585411
3072,10228303375
3073,11722262758
3074,12030011460
3075,12161026207
3076,12923261771
3077,13481157089
3078,13777177684
3079,15062553098
3080,15983183945
3081,16405449134
3082,5846
3083,2584704
3084,5612698
3085,17214301
3086,55688939
3087,60771214
3088,88927883
3089,274243633
3090,307281878
3091,311938884
3092,558657095
3093,605420074
3094,755205404
3095,932187690
3096,966241687
3097,1107494380
3098,1140373458
3099,1188767844
3100,1209227882
3101,1339493744
3102,1437273297
3103,1663206176
3104,1668024216
3105,1803271723
3106,1975520252
3107,2102730052
3108,2775510876
3109,3002923721
3110,4354602070
3111,4588174221
3112,4640750596
3113,5366966715
3114,6087107424
3115,6229462729
3116,6448185583
3117,6565675511
3118,6723608358
3119,6794449184
3120,7107360019
3121,7192920013
3122,7641966253
3123,7673266228
3124,8432480050
3125,8461505958
3126,9195647603
3127,9244935246
3128,9332039654
3129,9481917344
3130,10040039906
3131,13353868163
3132,14612745716
3133,15004843208
3134,15722683775
3135,16224541666
3136,16778922233
3137,16922926045
3138,2084390454
3139,2044217346
3140,2033633255
3141,1617258361
3142,1609953032
3143,1608215915
3144,1567553211
3145,11119525
3146,28966666
3147,47878118
3148,82428882
3149,108220444
3150,124329689
3151,128329693
3152,204467747
3153,207088657
3154,326316190
3155,418091088
3156,696515418
3157,830651240
3158,1006033828
3159,1039836611
3160,1159401824
3161,1222953881
3162,1279663852
3163,1366815159
3164,1383008293
3165,1553326095
3166,1640371393
3167,1659103237
3168,1681288180
3169,1715085949
3170,1748904248
3171,1876101359
3172,1918588298
3173,1930601677
3174,1938128232
3175,2093436627
3176,2109524312
3177,2768070742
3178,2971765378
3179,3326476233
3180,3774372605
3181,3852028477
3182,4215420071
3183,4705261170
3184,4906697157
3185,5575835420
3186,5961441784
3187,6757300455
3188,6901292421
3189,7022246488
3190,7157080149
3191,7264054627
3192,7425220875
3193,7467186368
3194,7647872582
3195,7830648840
3196,7920615521
3197,9027294834
3198,9867688790
3199,10079537740
3200,10249847673
3201,10976342479
3202,11591064806
3203,12234761595
3204,13549706155
3205,14534971269
3206,17163291166
3207,17414222322
3208,17996794438
3209,18193667880
3210,18204223545
3211,18287014909
3212,18384514169
3213,2058453519
3214,1948281696
3215,1858947495
3216,1794790053
3217,1591200628
3218,20450621
3219,56237415
3220,153713807
3221,167056118
3222,314208187
3223,328038847
3224,336141964
3225,474575318
3226,650614361
3227,715158974
3228,861818162
3229,902041647
3230,914456518
3231,1070366353
3232,1100693863
3233,1172423811
3234,1250956442
3235,1290596370
3236,1385923993
3237,1509199124
3238,1520545959
3239,1560416448
3240,1643812005
3241,2125826299
3242,2799444445
3243,2936959009
3244,3304466132
3245,3430882246
3246,3585880930
3247,4128205278
3248,4468732520
3249,5758905138
3250,5871722883
3251,7118288314
3252,7740656942
3253,7756927334
3254,8545758553
3255,8546266766
3256,9167024340
3257,9554151556
3258,9587329206
3259,9806734359
3260,10843602105
3261,11020732275
3262,13117890304
3263,13235847786
3264,13798534118
3265,17332877699
3266,17517994030
3267,17837481819
3268,18027729231
3269,18175850681
3270,18187547036
3271,1869007557
3272,1634141110
3273,7311
3274,1250270
3275,8330348
3276,18049770
3277,33306688
3278,36320657
3279,38753361
3280,82558875
3281,85898107
3282,109736981
3283,132432547
3284,134651349
